timec,bnds,lon,lat,timec_bnds,pr_corr
2060-12-31 23:30:00,0,55.300000000000004,-21.049999999999997,2040-01-01 23:30:00,833.8095
2060-12-31 23:30:00,0,55.300000000000004,-21.02,2040-01-01 23:30:00,764.381
2060-12-31 23:30:00,0,55.300000000000004,-20.99,2040-01-01 23:30:00,743.4762
2060-12-31 23:30:00,0,55.300000000000004,-20.959999999999997,2040-01-01 23:30:00,637.8095
2060-12-31 23:30:00,0,55.300000000000004,-20.93,2040-01-01 23:30:00,610.0
2060-12-31 23:30:00,0,55.300000000000004,-20.9,2040-01-01 23:30:00,692.2857
2060-12-31 23:30:00,0,55.300000000000004,-20.869999999999997,2040-01-01 23:30:00,739.9048
2060-12-31 23:30:00,0,55.300000000000004,-20.84,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-20.81,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-20.779999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-20.75,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-20.72,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-20.689999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.300000000000004,-20.66,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-21.47,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-21.439999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-21.41,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-21.38,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-21.349999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-21.32,2040-01-01 23:30:00,635.619
2060-12-31 23:30:00,0,55.33,-21.29,2040-01-01 23:30:00,770.5714
2060-12-31 23:30:00,0,55.33,-21.259999999999998,2040-01-01 23:30:00,710.9048
2060-12-31 23:30:00,0,55.33,-21.23,2040-01-01 23:30:00,735.381
2060-12-31 23:30:00,0,55.33,-21.2,2040-01-01 23:30:00,843.3333
2060-12-31 23:30:00,0,55.33,-21.169999999999998,2040-01-01 23:30:00,739.2381
2060-12-31 23:30:00,0,55.33,-21.14,2040-01-01 23:30:00,817.8095
2060-12-31 23:30:00,0,55.33,-21.11,2040-01-01 23:30:00,852.4762
2060-12-31 23:30:00,0,55.33,-21.08,2040-01-01 23:30:00,965.0952
2060-12-31 23:30:00,0,55.33,-21.049999999999997,2040-01-01 23:30:00,1053.6666
2060-12-31 23:30:00,0,55.33,-21.02,2040-01-01 23:30:00,927.0952
2060-12-31 23:30:00,0,55.33,-20.99,2040-01-01 23:30:00,820.0
2060-12-31 23:30:00,0,55.33,-20.959999999999997,2040-01-01 23:30:00,762.2381
2060-12-31 23:30:00,0,55.33,-20.93,2040-01-01 23:30:00,794.6667
2060-12-31 23:30:00,0,55.33,-20.9,2040-01-01 23:30:00,801.0476
2060-12-31 23:30:00,0,55.33,-20.869999999999997,2040-01-01 23:30:00,834.4286
2060-12-31 23:30:00,0,55.33,-20.84,2040-01-01 23:30:00,884.6667
2060-12-31 23:30:00,0,55.33,-20.81,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-20.779999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-20.75,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-20.72,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-20.689999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.33,-20.66,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.36,-21.47,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.36,-21.439999999999998,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.36,-21.41,2040-01-01 23:30:00,0.0
2060-12-31 23:30:00,0,55.36,-21.38,2040-01-01 23:30:00,515.381
2060-12-31 23:30:00,0,55.36,-21.349999999999998,2040-01-01 23:30:00,552.8095
2060-12-31 23:30:00,0,55.36,-21.32,2040-01-01 23:30:00,573.4286
2060-12-31 23:30:00,0,55.36,-21.29,2040-01-01 23:30:00,678.381
2060-12-31 23:30:00,0,55.36,-21.259999999999998,2040-01-01 23:30:00,735.7619
2060-12-31 23:30:00,0,55.36,-21.23,2040-01-01 23:30:00,1142.8572
2060-12-31 23:30:00,0,55.36,-21.2,2040-01-01 23:30:00,1411.8572
2060-12-31 23:30:00,0,55.36,-21.169999999999998,2040-01-01 23:30:00,1042.9048
2060-12-31 23:30:00,0,55.36,-21.14,2040-01-01 23:30:00,995.8571
